0 0.0 0.0 0.0
100 0.0 0.0 0.0
200 0.0070495128631591795 0.0023069858551025392 0.0
300 0.013134908676147462 0.009377622604370117 0.0031261444091796875
400 0.01880059242248535 0.01558823585510254 0.006251907348632813
500 0.03125982284545899 0.022348546981811525 0.01178278923034668
600 0.05646429061889648 0.03812704086303711 0.01620025634765625
700 0.0683474063873291 0.0484039306640625 0.021201658248901366
800 0.08900661468505859 0.05814337730407715 0.0241335391998291
900 0.11062822341918946 0.07800612449645997 0.03400239944458008
1000 0.13319683074951172 0.09618797302246093 0.04376368522644043
1100 0.15930600166320802 0.11419310569763183 0.04689173698425293
1200 0.18981308937072755 0.13191890716552734 0.06088786125183106
1300 0.22511115074157714 0.14697003364562988 0.06876792907714843
1400 0.2583425998687744 0.17973837852478028 0.0788053035736084
1500 0.3053743839263916 0.21124715805053712 0.090655517578125
1600 0.3481332778930664 0.225752592086792 0.10357160568237304
1700 0.364440393447876 0.25075502395629884 0.11496191024780274
1800 0.4189003467559814 0.28383841514587405 0.12936739921569823
1900 0.46412148475646975 0.31557621955871584 0.14588308334350586
2000 0.5174063682556153 0.3475659370422363 0.16022787094116211
2100 0.56761794090271 0.38726277351379396 0.17710914611816406
2200 0.6237143039703369 0.4233111381530762 0.19124102592468262
2300 0.6836032867431641 0.46431431770324705 0.21013050079345702
2400 0.7399764060974121 0.49886140823364256 0.2284207820892334
2500 0.8059788227081299 0.545820951461792 0.2539514541625977
2600 0.8812001705169678 0.5960184097290039 0.27272472381591795
2700 0.9407455921173096 0.6428936004638672 0.29790406227111815
2800 1.0185790061950684 0.6873820304870606 0.31355743408203124
2900 1.0817980289459228 0.7464166641235351 0.34082837104797364
3000 1.1988713264465332 0.7906104564666748 0.36644601821899414
3100 1.2484845638275146 0.839767599105835 0.3901829719543457
3200 1.3284894943237304 0.9060193538665772 0.4202075481414795
3300 1.4303303718566895 0.9660178661346436 0.4478639602661133
3400 1.5349762916564942 1.0363910675048829 0.47681441307067873
3500 1.6149515151977538 1.0974420070648194 0.5082303047180176
3600 1.7058289051055908 1.1572333812713622 0.5364319324493408
3700 1.7997313022613526 1.223266315460205 0.5830923080444336
3800 1.916367530822754 1.2919949531555175 0.6018755912780762
3900 2.0069891929626467 2.1259435653686523 1.0380717754364013
4000 3.4399006366729736 2.301920175552368 1.0162031173706054
4100 3.167329025268555 2.0505588054656982 0.9626662731170654
4200 3.0888200759887696 2.0040672779083253 0.9282801628112793
4300 2.988414764404297 1.9255256175994873 0.8622527122497559
4400 2.8948441982269286 1.9753536224365233 0.8907716274261475
4500 3.02300124168396 2.107392120361328 0.9220760345458985
4600 2.828612804412842 1.9409698486328124 0.8874500274658204
4700 2.922981929779053 1.977476167678833 0.9264889240264893
4800 3.0478306293487547 2.079042100906372 0.9660136222839355
4900 3.173600912094116 2.1543132781982424 1.0097305297851562
5000 3.3148325443267823 2.2515851497650146 1.0599589347839355
5100 3.4756376266479494 2.3454095363616942 1.09186692237854
5200 3.621079206466675 2.421240234375 1.1305393695831298
5300 3.72488751411438 2.5133185386657715 1.1691583156585694
5400 3.884783983230591 2.6217298030853273 1.2128892898559571
5500 4.0041625022888185 2.698194408416748 1.265838384628296
5600 4.137514734268189 2.8188831329345705 1.3077308654785156
5700 4.336928272247315 2.9069374561309815 1.354518175125122
5800 4.4210289478302 2.995506191253662 1.3987056732177734
5900 4.575181579589843 3.1234115600585937 1.5209678649902343
6000 4.772918796539306 3.2237541675567627 1.495884609222412
6100 4.935880994796753 3.5279555320739746 1.5710854053497314
6200 5.095826005935669 3.4279486656188967 1.5899088382720947
6300 5.220916891098023 3.5434967041015626 1.6466073989868164
6400 5.409525346755982 3.8008474826812746 1.7089260578155518
6500 5.5541314601898195 3.7879138469696043 1.7469611167907715
6600 5.748078536987305 3.8981684684753417 1.8063486576080323
6700 5.929968595504761 4.061034679412842 1.8624816417694092
6800 6.093251037597656 4.1458179473876955 1.921972894668579
6900 6.265395450592041 4.2399695873260494 1.9726431846618653
7000 6.425690460205078 4.421690273284912 2.0317908763885497
